OG0016432	Solyc09g092500.1.1	ANN07890-RA
OG0016433	Solyc09g092510.3.1	ANN07889-RA
OG0016434	Solyc09g092530.4.1	ANN07887-RA
OG0016435	Solyc09g092550.4.1	ANN07885-RA
OG0016436	Solyc09g092700.3.1	ANN07878-RA
OG0016437	Solyc09g092760.2.1	ANN07874-RA
OG0016438	Solyc09g097770.3.1	ANN07873-RA
OG0016439	Solyc09g097850.1.1	ANN07865-RA
OG0016440	Solyc09g097860.4.1	ANN07864-RA
OG0016441	Solyc09g097870.4.1	ANN07863-RA
OG0016442	Solyc09g097890.2.1	ANN07861-RA
OG0016443	Solyc09g097900.3.1	ANN07860-RA
OG0016444	Solyc09g097910.4.1	ANN07859-RA
OG0016445	Solyc09g097920.3.1	ANN07858-RA
OG0016446	Solyc09g097930.4.1	ANN07857-RA
OG0016447	Solyc09g097950.3.1	ANN37843-RA
OG0016449	Solyc09g098040.3.1	ANN07852-RA
OG0016450	Solyc09g098070.3.1	ANN07851-RA
OG0016451	Solyc09g098080.4.1	ANN07850-RA
OG0016452	Solyc09g098115.1.1	ANN07848-RA
OG0016453	Solyc09g098120.3.1	ANN07847-RA
OG0016454	Solyc09g098140.4.1	ANN07845-RA
OG0016455	Solyc09g098150.3.1	ANN07844-RA
OG0016456	Solyc09g098180.4.1	ANN07843-RA
OG0016457	Solyc09g098190.3.1	ANN07842-RA
OG0016458	Solyc09g098220.3.1	ANN07841-RA
OG0016459	Solyc09g098230.3.1	ANN07839-RA
OG0016460	Solyc09g098240.4.1	ANN07838-RA
OG0016461	Solyc09g098260.3.1	ANN07837-RA
OG0016462	Solyc09g098290.3.1	ANN07835-RA
OG0016463	Solyc09g098300.3.1	ANN07834-RA
OG0016464	Solyc09g098310.3.1	ANN07833-RA
OG0016465	Solyc09g098330.3.1	ANN07832-RA
OG0016466	Solyc09g098340.3.1	ANN07831-RA
OG0016467	Solyc09g098370.4.1	ANN07828-RA
OG0016468	Solyc09g098380.3.1	ANN07827-RA
OG0016469	Solyc09g098390.3.1	ANN07825-RA
OG0016470	Solyc09g098400.3.1	ANN07824-RA
OG0016471	Solyc09g098410.3.1	ANN07823-RA
OG0016472	Solyc09g098450.4.1	ANN07819-RA
OG0016473	Solyc09g098490.4.1	ANN07817-RA
OG0016474	Solyc09g098520.4.1	ANN07815-RA
OG0016475	Solyc09g098530.4.1	ANN07814-RA
OG0016476	Solyc09g098590.4.1	ANN07808-RA
OG0016477	Solyc10g005140.1.1	ANN25159-RA
OG0016479	Solyc10g005190.1.1	ANN25157-RA
OG0016481	Solyc10g005220.3.1	ANN25155-RA
OG0016482	Solyc10g005230.3.1	ANN25154-RA
OG0016483	Solyc10g005240.3.1	ANN25153-RA
OG0016484	Solyc10g005290.4.1	ANN25150-RA
OG0016485	Solyc10g005300.3.1	ANN25149-RA
OG0016486	Solyc10g005370.3.1	ANN25145-RA
OG0016487	Solyc10g005400.3.1	ANN38673-RA
OG0016488	Solyc10g005450.2.1	ANN25142-RA
OG0016489	Solyc10g005490.4.1	ANN25141-RA
OG0016490	Solyc10g005510.3.1	ANN25139-RA
OG0016491	Solyc10g005530.3.1	ANN25138-RA
OG0016492	Solyc10g005540.4.1	ANN25173-RA
OG0016493	Solyc10g005580.3.1	ANN25134-RA
OG0016494	Solyc10g005590.4.1	ANN25133-RA
OG0016495	Solyc10g005600.4.1	ANN25132-RA
OG0016496	Solyc10g005620.3.1	ANN25130-RA
OG0016497	Solyc10g005630.3.1	ANN25129-RA
OG0016498	Solyc10g005640.4.1	ANN25128-RA
OG0016499	Solyc10g005650.3.1	ANN25127-RA
OG0016500	Solyc10g005660.3.1	ANN25126-RA
OG0016501	Solyc10g005680.2.1	ANN25125-RA
OG0016502	Solyc10g005700.3.1	ANN25124-RA
OG0016504	Solyc10g005750.3.1	ANN25121-RA
OG0016505	Solyc10g005760.3.1	ANN25120-RA
OG0016507	Solyc10g005830.3.1	ANN25117-RA
OG0016508	Solyc10g005870.4.1	ANN25115-RA
OG0016509	Solyc10g005890.3.1	ANN25113-RA
OG0016510	Solyc10g005900.3.1	ANN25112-RA
OG0016511	Solyc10g005910.2.1	ANN25110-RA
OG0016512	Solyc10g005920.4.1	ANN25109-RA
OG0016513	Solyc10g005930.2.1	ANN25108-RA
OG0016514	Solyc10g005950.3.1	ANN25107-RA
OG0016515	Solyc10g005980.1.1	ANN25104-RA
OG0016516	Solyc10g006000.4.1	ANN25103-RA
OG0016517	Solyc10g006030.3.1	ANN25101-RA
OG0016518	Solyc10g006040.1.1	ANN25100-RA
OG0016519	Solyc10g006050.3.1	ANN25098-RA
OG0016520	Solyc10g006100.3.1	ANN25096-RA
OG0016521	Solyc10g006140.3.1	ANN25094-RA
OG0016523	Solyc10g006230.3.1	ANN25090-RA
OG0016524	Solyc10g006240.3.1	ANN25089-RA
OG0016525	Solyc10g006320.3.1	ANN38578-RA
OG0016526	Solyc10g006330.3.1	ANN25085-RA
OG0016527	Solyc10g006350.3.1	ANN25083-RA
OG0016528	Solyc10g006370.3.1	ANN25081-RA
OG0016529	Solyc10g006380.3.1	ANN25080-RA
OG0016530	Solyc10g006390.3.1	ANN25079-RA
OG0016531	Solyc10g006420.4.1	ANN25077-RA
OG0016532	Solyc10g006510.3.1	ANN25074-RA
OG0016533	Solyc10g006520.3.1	ANN25073-RA
OG0016534	Solyc10g006530.4.1	ANN25072-RA
OG0016535	Solyc10g006600.4.1	ANN25068-RA
OG0016536	Solyc10g006730.1.1	ANN25060-RA
OG0016537	Solyc10g006790.4.1	ANN25057-RA
OG0016538	Solyc10g006850.4.1	ANN25053-RA
OG0016541	Solyc10g006890.4.1	ANN25051-RA
OG0016542	Solyc10g006920.3.1	ANN25049-RA
OG0016543	Solyc10g006930.4.1	ANN25048-RA
OG0016544	Solyc10g006960.3.1	ANN25047-RA
OG0016545	Solyc10g006990.3.1	ANN25045-RA
OG0016546	Solyc10g007050.3.1	ANN25043-RA
OG0016547	Solyc10g150102.1.1	ANN25040-RA
OG0016548	Solyc10g007110.3.1	ANN25039-RA
OG0016549	Solyc10g007140.3.1	ANN25037-RA
OG0016550	Solyc10g007150.4.1	ANN25036-RA
OG0016551	Solyc10g007160.2.1	ANN25034-RA
OG0016552	Solyc10g007180.2.1	ANN25032-RA
OG0016553	Solyc10g007190.2.1	ANN25031-RA
OG0016554	Solyc10g007400.4.1	ANN25025-RA
OG0016555	Solyc10g007410.4.1	ANN25024-RA
OG0016556	Solyc10g007420.4.1	ANN25179-RA
OG0016557	Solyc10g007470.4.1	ANN25022-RA
OG0016558	Solyc10g007520.3.1	ANN25020-RA
OG0016559	Solyc10g007550.3.1	ANN25019-RA
OG0016561	Solyc10g007590.4.1	ANN25017-RA
OG0016562	Solyc10g007670.4.1	ANN25013-RA
OG0016563	Solyc10g007710.3.1	ANN25009-RA
OG0016564	Solyc10g007720.4.1	ANN25007-RA
OG0016565	Solyc10g007760.4.1	ANN25005-RA
OG0016566	Solyc10g007800.3.1	ANN25003-RA
OG0016567	Solyc10g007840.3.1	ANN25001-RA
OG0016568	Solyc10g007860.3.1	ANN25000-RA
OG0016569	Solyc10g008000.1.1	ANN24995-RA
OG0016570	Solyc10g008020.3.1	ANN24992-RA
OG0016571	Solyc10g008030.4.1	ANN24991-RA
OG0016572	Solyc10g008040.4.1	ANN24990-RA
OG0016573	Solyc10g008070.4.1	ANN24988-RA
OG0016574	Solyc10g008120.4.1	ANN24986-RA
OG0016575	Solyc10g008160.3.1	ANN38419-RA
OG0016576	Solyc10g008247.1.1	ANN39218-RA
OG0016578	Solyc10g008280.3.1	ANN25184-RA
OG0016579	Solyc10g008290.1.1	ANN39888-RA, ANN24977-RA
OG0016580	Solyc10g008320.1.1	ANN24974-RA
OG0016581	Solyc10g008340.4.1	ANN24973-RA
OG0016582	Solyc10g008350.4.1	ANN24972-RA
OG0016583	Solyc10g008390.3.1	ANN24971-RA
OG0016584	Solyc10g008410.1.1	ANN24970-RA
OG0016585	Solyc10g008420.3.1	ANN24969-RA
OG0016586	Solyc10g008440.3.1	ANN24967-RA
OG0016587	Solyc10g008450.2.1	ANN24966-RA
OG0016588	Solyc10g008460.3.1	ANN24965-RA
OG0016589	Solyc10g008470.3.1	ANN24963-RA
OG0016590	Solyc10g008490.3.1	ANN24962-RA
OG0016591	Solyc10g008510.3.1	ANN24961-RA
OG0016592	Solyc10g008540.3.1	ANN24959-RA
OG0016593	Solyc10g008560.3.1	ANN24958-RA
OG0016594	Solyc10g008570.3.1	ANN24957-RA
OG0016595	Solyc10g008600.3.1	ANN24956-RA
OG0016596	Solyc10g008700.3.1	ANN24951-RA
OG0016597	Solyc10g008740.3.1	ANN24948-RA
OG0016598	Solyc10g008770.3.1	ANN24947-RA
OG0016599	Solyc10g008790.3.1	ANN24946-RA
OG0016600	Solyc10g008800.4.1	ANN24945-RA
OG0016601	Solyc10g008880.3.1	ANN24940-RA
OG0016602	Solyc10g008900.3.1	ANN24937-RA
OG0016603	Solyc10g008920.1.1	ANN24936-RA
OG0016604	Solyc10g008930.1.1	ANN24935-RA
OG0016605	Solyc10g008980.4.1	ANN24933-RA
OG0016606	Solyc10g009010.4.1	ANN24930-RA
OG0016607	Solyc10g009030.4.1	ANN24928-RA
OG0016608	Solyc10g009040.4.1	ANN24927-RA
OG0016609	Solyc10g009050.3.1	ANN24926-RA
OG0016610	Solyc10g009070.3.1	ANN24920-RA
OG0016611	Solyc10g009080.4.1	ANN24919-RA
OG0016613	Solyc10g009140.3.1	ANN24913-RA
OG0016614	Solyc10g009160.3.1	ANN24911-RA
OG0016615	Solyc10g009200.3.1	ANN24910-RA
OG0016616	Solyc10g009220.3.1	ANN25175-RA
OG0016617	Solyc10g009240.3.1	ANN25177-RA
OG0016618	Solyc10g009270.3.1	ANN24909-RA
OG0016619	Solyc10g009280.4.1	ANN24908-RA
OG0016620	Solyc10g009320.3.1	ANN24905-RA
OG0016621	Solyc10g009350.4.1	ANN24903-RA
OG0016622	Solyc10g009360.4.1	ANN24900-RA
OG0016623	Solyc10g009380.3.1	ANN24899-RA
OG0016624	Solyc10g009390.3.1	ANN24898-RA
OG0016626	Solyc10g011690.3.1	ANN24872-RA
OG0016627	Solyc10g011730.3.1	ANN24869-RA
OG0016628	Solyc10g011750.3.1	ANN24868-RA
OG0016629	Solyc10g011760.3.1	ANN24866-RA
OG0016630	Solyc10g011870.3.1	ANN38409-RA
OG0016631	Solyc10g011900.3.1	ANN24860-RA
OG0016632	Solyc10g011910.4.1	ANN24859-RA
OG0016633	Solyc10g011960.3.1	ANN24857-RA
OG0016634	Solyc10g011980.3.1	ANN24855-RA
OG0016635	Solyc10g012080.4.1	ANN38064-RA
OG0016636	Solyc10g012160.3.1	ANN24844-RA
OG0016639	Solyc10g012400.3.1	ANN24824-RA
OG0016640	Solyc10g012410.3.1	ANN24823-RA
OG0016641	Solyc10g012420.3.1	ANN24822-RA
OG0016642	Solyc10g012430.3.1	ANN24820-RA
OG0016643	Solyc10g017540.4.1	ANN24796-RA
OG0016644	Solyc10g017570.3.1	ANN24797-RA
OG0016645	Solyc10g017590.3.1	ANN24799-RA
OG0016646	Solyc10g017600.3.1	ANN24761-RA
OG0016647	Solyc10g017620.3.1	ANN24763-RA
OG0016648	Solyc10g017630.3.1	ANN24800-RA
OG0016649	Solyc10g017650.3.1	ANN24803-RA
OG0016651	Solyc10g017860.1.1, Solyc10g079390.1.1	ANN22731-RA
OG0016652	Solyc10g017880.2.1	ANN24812-RA
OG0016653	Solyc10g017960.2.1	ANN24815-RA
OG0016654	Solyc10g018060.2.1	ANN24749-RA
OG0016656	Solyc10g018200.2.1	ANN24680-RA
OG0016657	Solyc10g018310.1.1, Solyc10g018305.1.1	ANN24685-RA
OG0016658	Solyc10g018350.2.1	ANN24689-RA
OG0016659	Solyc10g018500.1.1	ANN24724-RA
OG0016660	Solyc10g018510.2.1	ANN24726-RA
OG0016661	Solyc10g018530.2.1	ANN24735-RA
OG0016662	Solyc10g018560.2.1	ANN24738-RA
OG0016663	Solyc10g018590.2.1	ANN24742-RA
OG0016664	Solyc10g018780.3.1	ANN24625-RA
OG0016665	Solyc10g018790.1.1	ANN24627-RA
OG0016666	Solyc10g018870.2.1	ANN24539-RA
OG0016667	Solyc10g018920.2.1	ANN24601-RA
OG0016668	Solyc10g019030.1.1	ANN24587-RA
OG0016669	Solyc10g019040.2.1	ANN25111-RA
OG0016670	Solyc10g019160.2.1	ANN39861-RA
OG0016672	Solyc10g024320.2.1	ANN24500-RA
OG0016673	Solyc10g024360.2.1	ANN24509-RA
OG0016674	Solyc10g024365.1.1	ANN02489-RA
OG0016675	Solyc10g024410.2.1	ANN24774-RA
OG0016676	Solyc10g024470.3.1	ANN23600-RA
OG0016679	Solyc10g037870.1.1	ANN24590-RA, ANN23483-RA
OG0016680	Solyc10g037880.3.1	ANN24330-RA
OG0016681	Solyc10g037900.1.1	ANN24333-RA
OG0016682	Solyc10g037940.1.1	ANN24335-RA
OG0016683	Solyc10g037950.2.1	ANN24338-RA
OG0016684	Solyc10g037980.2.1	ANN24343-RA
OG0016685	Solyc10g038000.3.1	ANN24345-RA
OG0016686	Solyc10g038080.3.1	ANN24398-RA
OG0016688	Solyc10g038185.1.1	ANN05542-RA, ANN23712-RA
OG0016689	Solyc10g038190.2.1	ANN23949-RA
OG0016690	Solyc10g039190.2.1	ANN23942-RA
OG0016691	Solyc10g039210.4.1	ANN23700-RA
OG0016692	Solyc10g039215.1.1	ANN35740-RA
OG0016693	Solyc10g039280.2.1	ANN23687-RA
OG0016694	Solyc10g039290.2.1	ANN23686-RA
OG0016695	Solyc10g039360.2.1	ANN24555-RA
OG0016696	Solyc10g039380.2.1	ANN24442-RA
OG0016697	Solyc10g039390.1.1	ANN24520-RA
OG0016698	Solyc10g061840.3.1	ANN23574-RA
OG0016699	Solyc10g061960.2.1	ANN24417-RA
OG0016700	Solyc10g062085.2.1	ANN24473-RA
OG0016701	Solyc10g044450.3.1	ANN24493-RA
OG0016702	Solyc10g044510.2.1	ANN24485-RA
OG0016703	Solyc10g044670.3.1	ANN23506-RA
OG0016704	Solyc10g044680.2.1	ANN23505-RA
OG0016705	Solyc10g044690.3.1	ANN23504-RA
OG0016706	Solyc10g044710.2.1	ANN23502-RA
OG0016707	Solyc10g044740.2.1	ANN23499-RA
OG0016708	Solyc10g044750.3.1	ANN23498-RA
OG0016709	Solyc10g044780.2.1	ANN23493-RA
OG0016710	Solyc10g044840.2.1	ANN23519-RA
OG0016712	Solyc10g044910.2.1	ANN23958-RA
OG0016713	Solyc10g044950.1.1	ANN23962-RA
OG0016714	Solyc10g044982.1.1	ANN12778-RA, ANN17063-RA
OG0016715	Solyc10g045100.2.1	ANN24097-RA
OG0016716	Solyc10g045190.3.1	ANN24047-RA
OG0016717	Solyc10g045290.2.1	ANN24165-RA
OG0016718	Solyc10g045310.2.1	ANN24169-RA
OG0016719	Solyc10g045320.2.1	ANN24170-RA
OG0016720	Solyc10g045350.2.1	ANN24174-RA
OG0016721	Solyc10g045380.2.1	ANN24068-RA
OG0016722	Solyc10g045390.2.1	ANN24063-RA
OG0016723	Solyc10g045430.2.1	ANN23536-RA
OG0016724	Solyc10g045435.1.1	ANN31245-RA
OG0016725	Solyc10g045490.2.1	ANN40069-RA
OG0016726	Solyc10g045600.2.1	ANN24033-RA
OG0016727	Solyc10g045640.2.1	ANN24051-RA
OG0016729	Solyc10g046860.1.1	ANN31387-RA, ANN00313-RA
OG0016730	Solyc10g046920.1.1	ANN40133-RA
OG0016731	Solyc10g046990.2.1	ANN24315-RA
OG0016732	Solyc10g047000.2.1	ANN24305-RA
OG0016733	Solyc10g047030.3.1	ANN24301-RA
OG0016735	Solyc10g047050.2.1	ANN24298-RA
OG0016736	Solyc10g047060.2.1	ANN24295-RA
OG0016737	Solyc10g047120.2.1	ANN24256-RA
OG0016738	Solyc10g047170.2.1	ANN24232-RA
OG0016739	Solyc10g047220.2.1	ANN23757-RA
OG0016740	Solyc10g047240.2.1	ANN23758-RA
OG0016741	Solyc10g047290.2.1	ANN23763-RA
OG0016742	Solyc10g047300.2.1	ANN23766-RA
OG0016743	Solyc10g047370.2.1	ANN23770-RA
OG0016744	Solyc10g047480.1.1	ANN23777-RA
OG0016745	Solyc10g047520.1.1	ANN37528-RA, ANN37572-RA
OG0016746	Solyc10g047550.1.1	ANN20380-RA, ANN23790-RA
OG0016747	Solyc10g047570.2.1	ANN23808-RA
OG0016748	Solyc10g047630.2.1	ANN23813-RA
OG0016749	Solyc10g047670.2.1	ANN23819-RA
OG0016750	Solyc10g047730.1.1, Solyc10g150122.1.1	ANN31620-RA
OG0016751	Solyc10g047800.1.1	ANN40000-RA
OG0016752	Solyc10g047930.2.1	ANN23934-RA
OG0016753	Solyc10g047960.3.1	ANN23893-RA
OG0016754	Solyc10g048010.2.1	ANN23898-RA
OG0016755	Solyc10g049300.3.1	ANN23452-RA
OG0016756	Solyc10g049350.1.1	ANN35032-RA, ANN23353-RA
OG0016757	Solyc10g049360.2.1	ANN23362-RA
OG0016758	Solyc10g049500.1.1	ANN23394-RA, ANN23398-RA
OG0016759	Solyc10g049580.2.1	ANN23389-RA
OG0016760	Solyc10g049590.1.1	ANN09633-RA
OG0016761	Solyc10g049620.2.1	ANN23385-RA
OG0016762	Solyc10g049640.2.1	ANN23383-RA
OG0016763	Solyc10g049650.3.1	ANN23381-RA
OG0016764	Solyc10g049660.2.1	ANN23380-RA
OG0016765	Solyc10g049710.2.1	ANN23416-RA
OG0016766	Solyc10g049780.1.1	ANN23431-RA
OG0016767	Solyc10g049800.2.1	ANN23432-RA
OG0016768	Solyc10g049815.1.1, Solyc10g049810.1.1	ANN23445-RA
OG0016769	Solyc10g050050.1.1	ANN22947-RA, ANN23340-RA
OG0016770	Solyc10g050055.1.1	ANN23339-RA
OG0016771	Solyc10g050060.2.1	ANN23337-RA
OG0016772	Solyc10g150127.1.1	ANN35988-RA, ANN23328-RA
OG0016773	Solyc10g050210.3.1	ANN23311-RA
OG0016774	Solyc10g050220.2.1	ANN23309-RA
OG0016775	Solyc10g050230.3.1	ANN23304-RA
OG0016776	Solyc10g050420.3.1	ANN23238-RA
OG0016777	Solyc10g050450.2.1	ANN23235-RA
OG0016778	Solyc10g050490.1.1	ANN38135-RA, ANN23614-RA
OG0016780	Solyc10g050540.2.1	ANN23229-RA
OG0016783	Solyc10g051030.2.1	ANN23203-RA
OG0016784	Solyc10g051130.3.1	ANN23197-RA
OG0016785	Solyc10g051200.2.1	ANN23189-RA
OG0016786	Solyc10g051215.1.1	ANN23188-RA
OG0016787	Solyc10g051260.3.1	ANN23186-RA
OG0016788	Solyc10g051270.2.1	ANN23183-RA
OG0016789	Solyc10g051330.3.1	ANN23179-RA
OG0016790	Solyc10g051360.1.1	ANN23177-RA
OG0016792	Solyc10g052650.3.1	ANN23139-RA
OG0016793	Solyc10g052716.1.1	ANN23130-RA
OG0016794	Solyc10g052810.1.1	ANN23114-RA, ANN05959-RA
OG0016795	Solyc10g052820.1.1	ANN30059-RA, ANN15189-RA
OG0016796	Solyc10g054030.2.1	ANN23053-RA
OG0016797	Solyc10g054070.1.1	ANN00193-RA
OG0016798	Solyc10g054280.2.1	ANN23039-RA
OG0016799	Solyc10g054320.2.1	ANN23033-RA
OG0016800	Solyc10g054730.1.1	ANN22637-RA
OG0016801	Solyc10g054780.2.1	ANN22633-RA
OG0016802	Solyc10g054860.2.1	ANN22629-RA
OG0016803	Solyc10g054880.3.1	ANN22626-RA
OG0016804	Solyc10g055200.1.1	ANN37229-RA
OG0016805	Solyc10g055250.1.1	ANN22623-RA
OG0016806	Solyc10g055370.2.1	ANN22996-RA
OG0016807	Solyc10g055375.1.1	ANN39775-RA, ANN15052-RA
OG0016808	Solyc10g055410.2.1	ANN22988-RA
OG0016809	Solyc10g055550.3.1	ANN22983-RA
OG0016810	Solyc10g055700.2.1	ANN22973-RA
OG0016811	Solyc10g055710.2.1	ANN22971-RA
OG0016812	Solyc10g055770.2.1	ANN22652-RA
OG0016814	Solyc10g074470.3.1	ANN22968-RA
OG0016815	Solyc10g074490.3.1	ANN22967-RA
OG0016816	Solyc10g074500.2.1	ANN22964-RA
OG0016817	Solyc10g074560.2.1	ANN22959-RA
OG0016818	Solyc10g074580.2.1	ANN22957-RA
OG0016819	Solyc10g074590.2.1	ANN22955-RA
OG0016821	Solyc10g074650.2.1	ANN22944-RA
OG0016822	Solyc10g074680.2.1	ANN22638-RA
OG0016823	Solyc10g074690.2.1	ANN22639-RA
OG0016824	Solyc10g074700.2.1	ANN22943-RA
OG0016825	Solyc10g074710.2.1	ANN22942-RA
OG0016826	Solyc10g074720.3.1	ANN22941-RA
OG0016827	Solyc10g074730.3.1	ANN22939-RA
OG0016828	Solyc10g074740.2.1	ANN22938-RA
OG0016829	Solyc10g074790.2.1	ANN22937-RA
OG0016830	Solyc10g074820.1.1	ANN22935-RA
OG0016832	Solyc10g074890.2.1	ANN22930-RA
OG0016833	Solyc10g074910.2.1	ANN22927-RA
OG0016834	Solyc10g074920.2.1	ANN22926-RA
OG0016835	Solyc10g074930.1.1	ANN22925-RA
OG0016836	Solyc10g074940.2.1	ANN22924-RA
OG0016837	Solyc10g074950.2.1	ANN22921-RA
OG0016838	Solyc10g074970.1.1	ANN22920-RA
OG0016839	Solyc10g074990.2.1	ANN22918-RA
OG0016840	Solyc10g075150.2.1	ANN22907-RA
OG0016841	Solyc10g076250.2.1	ANN22899-RA
OG0016843	Solyc10g076280.3.1	ANN22894-RA
OG0016844	Solyc10g076290.2.1	ANN22892-RA
OG0016845	Solyc10g076300.2.1	ANN22890-RA
OG0016846	Solyc10g076330.3.1	ANN22887-RA
OG0016847	Solyc10g076370.3.1	ANN22876-RA
OG0016848	Solyc10g076390.2.1	ANN22658-RA
OG0016849	Solyc10g076400.2.1	ANN22659-RA
OG0016850	Solyc10g076410.1.1	ANN22875-RA
OG0016851	Solyc10g076440.1.1	ANN22874-RA
OG0016852	Solyc10g076450.2.1	ANN22873-RA
OG0016853	Solyc10g076500.3.1	ANN22663-RA
OG0016854	Solyc10g076570.2.1	ANN22871-RA
OG0016855	Solyc10g076610.2.1	ANN22868-RA
OG0016856	Solyc10g076700.2.1	ANN22859-RA
OG0016857	Solyc10g076730.1.1	ANN22858-RA
OG0016859	Solyc10g076750.2.1	ANN22856-RA
OG0016860	Solyc10g076800.2.1	ANN22853-RA
OG0016861	Solyc10g076820.2.1	ANN22852-RA
OG0016863	Solyc10g076860.2.1	ANN22849-RA
OG0016864	Solyc10g076890.3.1	ANN22847-RA
OG0016865	Solyc10g076920.3.1	ANN22844-RA
OG0016866	Solyc10g076930.2.1	ANN22843-RA
OG0016867	Solyc10g076940.3.1	ANN22842-RA
OG0016868	Solyc10g077000.3.1	ANN22839-RA
OG0016869	Solyc10g077040.2.1	ANN22836-RA
OG0016870	Solyc10g077050.2.1	ANN22835-RA
OG0016872	Solyc10g077080.3.1	ANN22833-RA
OG0016873	Solyc10g077090.2.1	ANN22832-RA
OG0016874	Solyc10g077100.1.1	ANN22831-RA
OG0016875	Solyc10g077120.3.1	ANN22828-RA
OG0016876	Solyc10g077130.1.1	ANN22827-RA
OG0016877	Solyc10g078160.2.1	ANN22826-RA
OG0016878	Solyc10g078170.3.1	ANN22824-RA
OG0016879	Solyc10g078300.2.1	ANN22815-RA
OG0016880	Solyc10g078310.2.1	ANN22814-RA
OG0016881	Solyc10g078320.2.1	ANN22813-RA
OG0016883	Solyc10g078340.2.1	ANN22812-RA
OG0016884	Solyc10g078350.2.1	ANN22667-RA
OG0016885	Solyc10g078360.3.1	ANN22666-RA
OG0016886	Solyc10g078390.3.1	ANN22811-RA
OG0016887	Solyc10g078400.2.1	ANN22810-RA
OG0016888	Solyc10g078410.2.1	ANN22809-RA
OG0016889	Solyc10g078430.2.1	ANN22808-RA
OG0016891	Solyc10g078480.2.1	ANN22806-RA
OG0016892	Solyc10g078520.2.1	ANN22804-RA
OG0016893	Solyc10g078540.3.1	ANN22801-RA
OG0016894	Solyc10g078560.3.1	ANN22799-RA
OG0016895	Solyc10g078590.2.1	ANN22797-RA
OG0016896	Solyc10g078650.3.1	ANN22795-RA
OG0016897	Solyc10g078670.3.1	ANN22792-RA
OG0016898	Solyc10g078700.3.1	ANN22790-RA
OG0016899	Solyc10g078710.1.1	ANN22789-RA
OG0016900	Solyc10g078730.2.1	ANN22786-RA
OG0016901	Solyc10g078740.2.1	ANN22785-RA
OG0016902	Solyc10g078760.2.1	ANN22783-RA
OG0016903	Solyc10g078770.2.1	ANN22782-RA
OG0016904	Solyc10g078780.2.1	ANN22781-RA
OG0016905	Solyc10g078790.1.1	ANN22780-RA
OG0016906	Solyc10g078830.2.1	ANN22776-RA
OG0016908	Solyc10g078900.3.1	ANN22773-RA
OG0016909	Solyc10g078910.3.1	ANN22771-RA
OG0016910	Solyc10g078920.3.1	ANN22770-RA
OG0016911	Solyc10g078970.1.1	ANN22765-RA
OG0016912	Solyc10g078990.1.1	ANN22764-RA
OG0016913	Solyc10g079000.1.1	ANN22763-RA
OG0016914	Solyc10g079010.3.1	ANN22762-RA
OG0016915	Solyc10g079050.2.1	ANN22760-RA
OG0016916	Solyc10g079070.2.1	ANN22757-RA
OG0016917	Solyc10g079080.2.1	ANN22756-RA
OG0016918	Solyc10g079090.3.1	ANN22755-RA
OG0016919	Solyc10g079120.3.1	ANN22753-RA
OG0016920	Solyc10g079160.1.1	ANN22750-RA
OG0016921	Solyc10g079170.2.1	ANN22749-RA
OG0016922	Solyc10g079220.2.1	ANN22746-RA
OG0016923	Solyc10g079240.2.1	ANN22744-RA
OG0016924	Solyc10g079320.3.1	ANN22739-RA
OG0016925	Solyc10g079360.3.1	ANN22733-RA
OG0016926	Solyc10g079420.1.1	ANN22728-RA
OG0016927	Solyc10g079430.2.1	ANN22727-RA
OG0016928	Solyc10g079440.2.1	ANN22726-RA
OG0016929	Solyc10g079450.2.1	ANN22725-RA
OG0016930	Solyc10g079470.3.1	ANN22723-RA
OG0016931	Solyc10g079500.2.1	ANN22720-RA
OG0016932	Solyc10g079510.3.1	ANN22719-RA
OG0016933	Solyc10g079540.1.1	ANN22715-RA
OG0016934	Solyc10g079550.3.1	ANN22714-RA
OG0016935	Solyc10g079590.1.1	ANN22711-RA
OG0016936	Solyc10g079620.2.1	ANN22708-RA
OG0016937	Solyc10g079630.1.1	ANN22707-RA
OG0016938	Solyc10g079640.2.1	ANN22706-RA
OG0016939	Solyc10g079680.3.1	ANN22702-RA
OG0016940	Solyc10g079730.3.1	ANN22700-RA
OG0016941	Solyc10g079740.2.1	ANN22699-RA
OG0016942	Solyc10g079755.1.1	ANN22697-RA
OG0016943	Solyc10g079790.1.1	ANN22695-RA
OG0016944	Solyc10g079820.2.1	ANN22693-RA
OG0016945	Solyc10g079850.2.1	ANN22690-RA
OG0016946	Solyc10g079860.2.1	ANN22689-RA
OG0016947	Solyc10g079880.2.1	ANN22687-RA
OG0016948	Solyc10g079890.2.1	ANN22686-RA
OG0016949	Solyc10g079900.3.1	ANN22685-RA
OG0016950	Solyc10g079920.2.1	ANN22683-RA
OG0016951	Solyc10g079970.2.1	ANN22678-RA
OG0016952	Solyc10g080010.2.1	ANN22676-RA
OG0016953	Solyc10g080020.3.1	ANN22674-RA
OG0016954	Solyc10g080040.3.1	ANN22672-RA
OG0016955	Solyc10g080070.3.1	ANN22671-RA
OG0016956	Solyc10g080110.3.1	ANN22618-RA
OG0016957	Solyc10g080140.2.1	ANN22617-RA
OG0016958	Solyc10g080150.2.1	ANN22616-RA
OG0016959	Solyc10g080160.2.1	ANN22615-RA
OG0016960	Solyc10g080170.1.1	ANN22614-RA
OG0016961	Solyc10g080180.3.1	ANN22613-RA
