target_id	functional_annotation
Solyc10g080620	Unknown Protein 
Solyc10g080630	DNA damage-binding protein 1 
Solyc10g080640	Calmodulin binding protein 
Solyc10g080650	Ethylene-responsive transcription factor 1 
Solyc10g080660	Eukaryotic translation initiation factor 4E 
Solyc10g080670	Unknown Protein 
Solyc10g080680	Adenylyl-sulfate kinase 
Solyc10g080690	Patatin-like protein 3 
Solyc10g080700	Casein kinase-like protein 
Solyc10g080710	Asparaginyl-tRNA synthetase 2 
Solyc10g080720	Polypyrimidine tract binding protein 1 
Solyc10g080730	Thioredoxin family protein 
Solyc10g080740	Smg-7 homolog nonsense mediated mRNA decay factor 
Solyc10g080750	Phosphatidylinositol-4-phosphate 5-kinase family protein 
Solyc10g080760	Hydrolase NUDIX family protein expressed 
Solyc10g080770	BZIP transcription factor 
Solyc10g080780	BZIP transcription factor 
Solyc10g080790	Mutator-like transposase 
Solyc10g080800	Unknown Protein 
Solyc10g080810	Ubiquitin-associated /TS-N domain-containing protein 
Solyc10g080840	Cytochrome P450
Solyc10g080850	Unknown Protein 
Solyc10g080870	Cytochrome P450
Solyc10g080880	Auxin efflux carrier 
Solyc10g080890	3-oxoacyl-reductase 
Solyc10g080900	3-oxoacyl-reductase 
Solyc10g080910	Unknown Protein 
Solyc10g080920	Myb family transcription factor 
Solyc10g080930	Transcription elongation factor A protein 2 
Solyc10g080940	Tubulin beta chain 
Solyc10g080950	Cyclin B-like protein 
Solyc10g080960	Transcription factor 
Solyc10g080970	FolD bifunctional protein 
Solyc10g080980	Nodulin MtN21 family protein 
Solyc10g080990	Nodulin MtN21 family protein 
Solyc10g081000	Unknown Protein 
Solyc10g081010	Hydroxyproline-rich glycoprotein-like 
Solyc10g081020	Transcription elongation factor SPT6 
Solyc10g081030	Nascent polypeptide-associated complex alpha subunit-like protein 
Solyc10g081040	Unknown Protein 
Solyc10g081050	Phage-related exonuclease 
Solyc10g081060	Syntaxin-51 
Solyc10g081070	Splicing factor 3B subunit 1 
Solyc10g081080	Unknown Protein 
Solyc10g081090	Splicing factor 3B subunit 1 
Solyc10g081100	Unknown Protein 
Solyc10g081110	RING finger family protein 
Solyc10g081120	Alpha-L-arabinofuranosidase 
Solyc10g081130	Proteasome subunit alpha type 
Solyc10g081140	AT2G40980-like protein 
Solyc10g081150	COP9 signalosome complex subunit 2 
Solyc10g081160	Ubiquitin-conjugating enzyme E2 S 
Solyc10g081170	Calmodulin-2 
Solyc10g081180	RNA-binding protein 
Solyc10g081190	"Lrr,  resistance protein fragment"
Solyc10g081200	Ulp1 protease family C-terminal catalytic domain containing protein expressed 
Solyc10g081210	Pollen-specific protein - like 
Solyc10g081220	Chaperone protein dnaJ 
Solyc10g081230	Presenilin 
Solyc10g081240	Protein grpE 
Solyc10g081250	DNA polymerase 
Solyc10g081260	Multidrug resistance protein mdtK 
Solyc10g081270	Engulfment and cell motility protein 3 
Solyc10g081280	2-dehydro-3-deoxyphosphogluconate aldolase/4-hydroxy-2-oxoglutarate aldolase 
Solyc10g081290	Splicing factor 3B subunit 1 
Solyc10g081300	Metacaspase 7 
Solyc10g081310	Histidine triad 
Solyc10g081320	MYB transcription factor 
Solyc10g081330	Heterogeneous nuclear ribonucleoprotein A3-like protein 2 
Solyc10g081340	Protein PHYTOCHROME KINASE SUBSTRATE 4 
Solyc10g081350	BZIP transcription factor 
Solyc10g081360	Tyrosine phosphatase-like protein ptplad1 
Solyc10g081370	Small nuclear ribonucleoprotein F 
Solyc10g081380	Unknown Protein 
Solyc10g081390	Unknown Protein 
Solyc10g081400	Unknown Protein 
Solyc10g081410	Cell number regulator 5 
Solyc10g081420	"Receptor like kinase, RLK"
Solyc10g081430	Exostosin family protein 
Solyc10g081440	NADH cytochrome b5 reductase 
Solyc10g081450	Hydrolase alpha/beta fold family protein 
Solyc10g081460	Amino acid transporter 
Solyc10g081470	Peptidase M50 family protein 
Solyc10g081480	Genomic DNA chromosome 5 P1 clone MPA22 
Solyc10g081490	MYB transcription factor 
Solyc10g081500	Ankyrin repeat protein 
Solyc10g081510	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase 
Solyc10g081520	Blue copper protein 
Solyc10g081530	V-type proton ATPase subunit d 1 
Solyc10g081540	Diphthamide biosynthesis protein 2 
Solyc10g081550	Cytochrome P450
Solyc10g081560	Tropinone reductase I 
Solyc10g081570	KED 
Solyc10g081580	Syntaxin 
Solyc10g081590	N6-adenine-specific DNA methyltransferase 2 
Solyc10g081600	Rhomboid protease GlpG 
Solyc10g081610	Ubiquitin carboxyl-terminal hydrolase family protein expressed 
Solyc10g081620	IFA binding protein 
Solyc10g081630	JmjC domain containing protein 
Solyc10g081640	Calcium dependent protein kinase 2 
Solyc10g081650	"Carotenoid isomerase, chloroplastic"
Solyc10g081660	Sucrose phosphate phosphatase 
Solyc10g081670	PGPS/D7 
Solyc10g081680	Unknown Protein 
Solyc10g081690	Unknown Protein 
Solyc10g081700	Pollen preferential protein 
Solyc10g081710	RING finger protein 43 
Solyc10g081720	Fasciclin-like arabinogalactan protein 14 
Solyc10g081730	Os02g0200800 protein 
Solyc10g081740	Calcium dependent protein kinase 1 
Solyc10g081750	Mal d 1-associated protein 
Solyc10g081760	MORC family CW-type zinc finger 3 
Solyc10g081770	cDNA clone J023119C16 full insert sequence 
Solyc10g081780	RING finger protein 38 
Solyc10g081790	Ring finger protein 
Solyc10g081800	Phosphatidylglycerol/phosphatidylinositol transfer protein 
Solyc10g081810	Phosphatidylglycerol/phosphatidylinositol transfer protein 
Solyc10g081820	Expp1 protein 
Solyc10g081830	Replication protein A subunit 
Solyc10g081840	Nuclear transcription factor Y subunit A-1 
Solyc10g081850	Syntaxin 
Solyc10g081860	Unknown Protein 
Solyc10g081870	Digalactosyldiacylglycerol synthase 
Solyc10g081880	Pentatricopeptide repeat-containing protein 
Solyc10g081890	Aluminum-activated malate transporter 
Solyc10g081900	"Digalactosyldiacylglycerol synthase 1, chloroplastic "
Solyc10g081910	"Receptor like kinase, RLK"
Solyc10g081920	Coatomer subunit beta-1 
Solyc10g081930	Unknown Protein 
Solyc10g081940	Exocyst complex protein exo70 
Solyc10g081950	Unknown Protein 
Solyc10g081960	Unknown Protein 
Solyc10g081970	HIN1-like protein 
Solyc10g081980	Harpin-induced protein-like 
Solyc10g081990	Peptidyl-prolyl cis-trans isomerase 
Solyc10g082000	Heat shock-like protein 
Solyc10g082010	F-box protein 
Solyc10g082020	Cytokinin riboside 5&apos;-monophosphate phosphoribohydrolase LOG 
Solyc10g082030	Peroxiredoxin 
Solyc10g082040	Receptor expression-enhancing protein 3 
Solyc10g082050	Plant-specific domain TIGR01568 family protein 
Solyc10g082060	Plant-specific domain TIGR01568 family protein 
Solyc10g083060	Nuclear transport factor 2 family protein 
Solyc10g083070	Unknown Protein 
Solyc10g083080	Unknown Protein 
Solyc10g083090	Plant-specific domain TIGR01568 family protein 
Solyc10g083100	Unknown Protein 
Solyc10g083110	Dihydrodipicolinate synthase 2 
Solyc10g083120	Ubiquitin-conjugating enzyme family protein-like 
Solyc10g083130	Unknown Protein 
Solyc10g083140	Unknown Protein 
Solyc10g083150	Retinoblastoma-binding protein 6 
Solyc10g083160	Oxidation resistance 1 
Solyc10g083170	"2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase "
Solyc10g083180	Xanthoxin dehydrogenase 
Solyc10g083190	Os04g0625000 protein 
Solyc10g083200	AtIV20-like protein 
Solyc10g083210	Auxin response factor 1 
Solyc10g083220	Genomic DNA chromosome 5 P1 clone MBL20 
Solyc10g083230	F-box family protein 
Solyc10g083240	RNA-binding protein 
Solyc10g083250	UPF0497 membrane protein 7 
Solyc10g083260	Arabidopsis thaliana genomic DNA chromosome 5 P1 clone MOK16 
Solyc10g083270	Hydrolase alpha/beta fold family protein 
Solyc10g083280	30S ribosomal protein S11 
Solyc10g083290	Beta-fructofuranosidase insoluble isoenzyme 2 
Solyc10g083300	Beta-fructofuranosidase insoluble isoenzyme 2 
Solyc10g083310	Kinesin-5 
Solyc10g083320	Auxin-induced SAUR-like protein 
Solyc10g083330	Calcium/calmodulin protein kinase 
Solyc10g083340	Myb family transcription factor-like 
Solyc10g083350	Soul heme-binding family protein 
Solyc10g083360	Calmodulin binding protein 
Solyc10g083370	Unknown Protein 
Solyc10g083380	Unknown Protein 
Solyc10g083390	Os08g0119500 protein 
Solyc10g083400	Cytochrome P450
Solyc10g083410	Peptidoglycan-binding LysM domain-containing protein 
Solyc10g083420	Ribonucleoside hydrolase 1 
Solyc10g083430	Pyrimidine-specific ribonucleoside hydrolase 
Solyc10g083440	UDP flavonoid 3-O-glucosyltransferase 
Solyc10g083450	NAC domain protein IPR003441 
Solyc10g083460	Zinc finger A20 and AN1 domain-containing stress-associated protein 6 
Solyc10g083470	E3 ubiquitin ligase 
Solyc10g083480	F-box family protein 
Solyc10g083490	Cell division protein ftsZ 
Solyc10g083500	Protein kinase 
Solyc10g083510	Growth-regulating factor 2 
Solyc10g083520	cDNA clone J033118E13 full insert sequence 
Solyc10g083530	Unknown Protein 
Solyc10g083540	Threonine dehydratase biosynthetic 
Solyc10g083550	Glutamine synthetase I 
Solyc10g083560	Ethylene-responsive transcription factor 1 
Solyc10g083570	Fructose-bisphosphate aldolase 
Solyc10g083580	Phytosulfokines 5 
Solyc10g083590	Pre-mRNA cleavage complex 2 protein Pcf11 
Solyc10g083600	Ribosome production factor 2 homolog 
Solyc10g083610	Protein kinase 
Solyc10g083620	Unknown Protein 
Solyc10g083630	Repressor of silencing 2b 
Solyc10g083640	Splicing factor U2af subunit 
Solyc10g083650	Peroxiredoxin ahpC/TSA family 
Solyc10g083660	Unknown Protein 
Solyc10g083670	Cellulose synthase-like C2 glycosyltransferase family 2 
Solyc10g083690	Cytochrome P450
Solyc10g083700	Cytochrome P450
Solyc10g083710	3-deoxy-D-manno-octulosonic acid transferase-like protein 
Solyc10g083720	Pyruvate kinase 
Solyc10g083730	F-box protein PP2-B1 
Solyc10g083740	60S ribosomal protein L24 
Solyc10g083750	Exostosin-like 
Solyc10g083760	Threonine dehydratase biosynthetic 
Solyc10g083770	Pelota homolog 
Solyc10g083780	Vacuolar protein-sorting-associated protein 37 homolog 1 
Solyc10g083790	Cytochrome P450
Solyc10g083800	Chromodomain helicase DNA binding protein 3 
Solyc10g083810	Pectinesterase 
Solyc10g083820	Pectinesterase 
Solyc10g083830	Glutamine synthetase I 
Solyc10g083840	FluG protein 
Solyc10g083850	Glutamine synthetase I 
Solyc10g083860	UDP-glucosyltransferase family 1 protein 
Solyc10g083870	Ankyrin repeat domain 1 
Solyc10g083880	Aquaporin 
Solyc10g083890	Carbonic anhydrase family protein 
Solyc10g083900	MYB transcription factor 
Solyc10g083910	Unknown Protein 
Solyc10g083920	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform 
Solyc10g083930	Peptidyl-prolyl cis-trans isomerase 
Solyc10g083940	Nodulin family protein 
Solyc10g083950	Nodulin family protein 
Solyc10g083960	Phosphoadenosine phosphosulfate reductase domain containing protein 
Solyc10g083970	S-adenosylmethionine synthase 
Solyc10g083980	2-oxoglutarate-dependent dioxygenase 
Solyc10g083990	Unknown Protein 
Solyc10g084000	Heavy-metal-associated domain-containing protein-like 
Solyc10g084010	Auxin-responsive family protein 
Solyc10g084020	Auxin responsive SAUR protein 
Solyc10g084030	Auxin responsive SAUR protein 
Solyc10g084040	Thylakoid lumen 15.0-kDa protein 
Solyc10g084050	26S protease regulatory subunit 6B homolog 
Solyc10g084060	Unknown Protein 
Solyc10g084070	Unknown Protein 
Solyc10g084080	Pentatricopeptide repeat-containing protein 
Solyc10g084090	Pentatricopeptide repeat-containing protein 
Solyc10g084100	RING finger protein B 
Solyc10g084110	Receptor-like protein kinase 
Solyc10g084120	Aquaporin 
Solyc10g084130	Unknown Protein 
Solyc10g084140	Ferrochelatase 
Solyc10g084150	Cytokinin riboside 5&apos;-monophosphate phosphoribohydrolase LOG 
Solyc10g084160	RNA exonuclease 
Solyc10g084170	Bcl-2-associated athanogene-like protein 
Solyc10g084180	C2H2L domain class transcription factor 
Solyc10g084190	Unknown Protein 
Solyc10g084200	Peroxidase 57 
Solyc10g084210	Syntaxin-71 
Solyc10g084220	Protein FAR1-RELATED SEQUENCE 7 
Solyc10g084230	Unknown Protein 
Solyc10g084240	Peroxidase 
Solyc10g084250	Receptor-like kinase 
Solyc10g084260	Cell number regulator 8 
Solyc10g084270	Importin alpha-2 subunit 
Solyc10g084280	Calmodulin-binding protein 
Solyc10g084290	Interactor of constitutive active ROPs 3 
Solyc10g084300	Chaperone protein dnaJ 3 
Solyc10g084310	30S ribosomal protein S12 
Solyc10g084320	Subtilisin-like protease 
Solyc10g084330	Unknown Protein 
Solyc10g084340	AP2-like ethylene-responsive transcription factor At1g16060 
Solyc10g084350	60S ribosomal protein L4-B 
Solyc10g084360	Unknown Protein 
Solyc10g084370	MYB transcription factor 
Solyc10g084380	WRKY transcription factor 42 
Solyc10g084390	Receptor protein kinase-like protein 
Solyc10g084400	Glutathione S-transferase 
Solyc10g084410	Phosphatase 2C family protein 
Solyc10g084420	Unknown Protein 
Solyc10g084430	RING finger protein 44 
Solyc10g084440	AT hook motif family protein 
Solyc10g084450	Nuclear factor related to kappa-B-binding protein related 
Solyc10g084460	Nuclear factor related to kappa-B-binding protein related 
Solyc10g084470	Nuclear factor related to kappa-B-binding protein related 
Solyc10g084480	Nuclear factor related to kappa-B-binding protein related 
Solyc10g084490	Nuclear factor related to kappa-B-binding protein related 
Solyc10g084500	Unknown Protein 
Solyc10g084510	Unknown Protein 
Solyc10g084520	Unknown Protein 
Solyc10g084530	Unknown Protein 
Solyc10g084540	Pentatricopeptide repeat-containing protein 
Solyc10g084550	Ankyrin-repeat protein 
Solyc10g084560	Subtilisin-like protease 
Solyc10g084590	Cytochrome P450
Solyc10g084600	Plant-specific domain TIGR01589 family protein 
Solyc10g084610	60S ribosomal protein L23A 
Solyc10g084620	Unknown Protein 
Solyc10g084630	RNA binding protein 
Solyc10g084640	N-acetyltransferase 
Solyc10g084650	PHD finger family protein 
Solyc10g084660	Actin-depolymerizing factor 
Solyc10g084670	Eukaryotic translation initiation factor 3 subunit A 
Solyc10g084680	Sulfate transporter 
Solyc10g084690	ADP-ribosylation factor GTPase activating protein 1 
Solyc10g084700	30S ribosomal protein S18 family 
Solyc10g084710	Unknown Protein 
Solyc10g084720	Unknown Protein 
Solyc10g084730	Unknown Protein 
Solyc10g084740	rRNA-processing protein utp23 
Solyc10g084750	Unknown Protein 
Solyc10g084760	Ubiquitin ligase E3 
Solyc10g084770	Receptor-like protein kinase At3g21340 
Solyc10g084780	Expansin 
Solyc10g084790	Unknown Protein 
Solyc10g084800	Oxysterol-binding protein 
Solyc10g084810	UPF0161 protein yidD 
Solyc10g084820	Palmitoyltransferase PFA4 
Solyc10g084830	Amino acid transporter 
Solyc10g084840	Thaumatin-like protein 
Solyc10g084850	Vacuolar import and degradation protein 24 
Solyc10g084860	Receptor like protein kinase 
Solyc10g084870	Unknown Protein 
Solyc10g084880	Avr9/Cf-9 rapidly elicited protein 137 
Solyc10g084890	UDP-glucosyltransferase 
Solyc10g084900	ER glycerol-phosphate acyltransferase 
Solyc10g084910	SUPERMAN-like zinc finger protein 
Solyc10g084920	PRA1 family protein 
Solyc10g084930	Serine/threonine-protein kinase-like protein 
Solyc10g084940	Solute carrier family 15 member 4 
Solyc10g084950	Solute carrier family 15 member 4 
Solyc10g084960	Glutathione S-transferase-like protein 
Solyc10g084970	Unknown Protein 
Solyc10g084980	Copper transporter 
Solyc10g084990	Phosphatidylcholine:ceramide cholinephosphotransferase 1 
Solyc10g085000	Receptor-like kinase 
Solyc10g085010	PAR-1c protein 
Solyc10g085020	Tubulin beta chain 
Solyc10g085030	Soul heme-binding family protein 
Solyc10g085040	Soul heme-binding family protein 
Solyc10g085050	Os03g0169000 protein 
Solyc10g085060	Defective in exine formation 
Solyc10g085070	"UPF0503 protein At3g09070, chloroplastic "
Solyc10g085080	Unknown Protein 
Solyc10g085090	Laccase 1a 
Solyc10g085100	Glycosyl transferase group 1 family protein 
Solyc10g085110	"Receptor like kinase, RLK"
Solyc10g085120	"Receptor like kinase, RLK"
Solyc10g085130	Zinc finger family protein 
Solyc10g085140	Undecaprenyl pyrophosphate synthase 
Solyc10g085150	Undecaprenyl pyrophosphate synthase 
Solyc10g085160	UPF0563 protein C17orf95 homolog 
Solyc10g085170	Isoamyl acetate-hydrolyzing esterase 
Solyc10g085180	PHD finger family protein 
Solyc10g085190	Anthocyanidin synthase 
Solyc10g085200	Acyl-CoA dehydrogenase 
Solyc10g085210	BZIP family transcription factor 
Solyc10g085220	Mitochondrial carrier protein expressed 
Solyc10g085230	UDP-glucosyltransferase 
Solyc10g085240	UDP-glucosyltransferase 
Solyc10g085250	Unknown Protein 
Solyc10g085260	Unknown Protein 
Solyc10g085270	Unknown Protein 
Solyc10g085280	UDP-glucosyltransferase 
Solyc10g085290	BCL-2 binding anthanogene-1 
Solyc10g085300	Os03g0210500 protein 
Solyc10g085310	Abscisic acid receptor PYL4 
Solyc10g085320	Os03g0291800 protein 
Solyc10g085330	Aluminum activated citrate transporter 
Solyc10g085340	Mate efflux family protein 
Solyc10g085350	Macrophage migration inhibitory factor family protein 
Solyc10g085360	Beta-fructofuranosidase insoluble isoenzyme 2 
Solyc10g085370	Protein phosphatase 2c 
Solyc10g085380	Alcohol dehydrogenase 
Solyc10g085390	D-alanine--D-alanine ligase family 
Solyc10g085400	D-alanine--D-alanine ligase family 
Solyc10g085410	Cactin 
Solyc10g085420	Os03g0816700 protein 
Solyc10g085430	Saposin 
Solyc10g085440	Unknown Protein 
Solyc10g085450	CBL-interacting protein kinase 08 
Solyc10g085460	"Cc-nbs-lrr, resistance protein"
Solyc10g085470	Unknown Protein 
Solyc10g085480	60S ribosomal protein L24 
Solyc10g085490	F-box protein PP2-B1 
Solyc10g085500	Cytochrome P450
Solyc10g085510	Subtilisin-like protease 
Solyc10g085520	Subtilisin-like protease 
Solyc10g085530	Subtilisin-like protease 
Solyc10g085540	Subtilisin-like protease 
Solyc10g085550	Enolase 
Solyc10g085560	Histone deacetylase 2a-like 
Solyc10g085570	Kinase family protein 
Solyc10g085580	Nucleolar protein 10 
Solyc10g085590	Tumor susceptibility protein 101 
Solyc10g085600	F-box/LRR-repeat protein 4 
Solyc10g085610	Calmodulin binding protein 
Solyc10g085620	Myb family transcription factor-like 
Solyc10g085630	Fatty acid oxidation complex subunit alpha 
Solyc10g085640	Beta-fructofuranosidase insoluble isoenzyme 2 
Solyc10g085650	Beta-fructofuranosidase insoluble isoenzyme 2 
Solyc10g085660	F-box protein SKIP24 
Solyc10g085670	"Receptor like kinase, RLK"
Solyc10g085680	Protein kinase 
Solyc10g085690	PRC-barrel domain protein 
Solyc10g085700	Serine/threonine-protein phosphatase 7 long form homolog 
Solyc10g085710	Necrotic spotted lesions 1 
Solyc10g085720	Kinase family protein 
